# period(s) Vg(km/s)
1.100000000000000089e+00 1.415149999999999908e+00
1.000000000000000000e+00 1.423100000000000032e+00
9.000000000000000222e-01 1.341409999999999991e+00
8.000000000000000444e-01 1.436809999999999921e+00
6.999999999999999556e-01 1.420009999999999994e+00
5.999999999999999778e-01 1.519150000000000000e+00
5.000000000000000000e-01 1.517539999999999889e+00
4.000000000000000222e-01 1.435580000000000078e+00
2.999999999999999889e-01 1.436420000000000030e+00
