# period(s) Vg(km/s)
1.100000000000000089e+00 1.027740000000000098e+00
1.000000000000000000e+00 1.030529999999999946e+00
9.000000000000000222e-01 1.006939999999999946e+00
8.000000000000000444e-01 1.011600000000000055e+00
6.999999999999999556e-01 1.002250000000000085e+00
5.999999999999999778e-01 1.117660000000000098e+00
5.000000000000000000e-01 1.061139999999999972e+00
4.000000000000000222e-01 9.720600000000000351e-01
2.999999999999999889e-01 1.045239999999999947e+00
