# period(s) Vg(km/s)
1.100000000000000089e+00 1.304899999999999949e+00
1.000000000000000000e+00 1.077010000000000023e+00
9.000000000000000222e-01 9.848299999999999832e-01
8.000000000000000444e-01 9.210800000000000098e-01
6.999999999999999556e-01 8.691100000000000492e-01
5.999999999999999778e-01 7.989800000000000235e-01
5.000000000000000000e-01 8.078300000000000480e-01
4.000000000000000222e-01 7.906100000000000350e-01
2.999999999999999889e-01 7.996600000000000374e-01
