# period(s) Vg(km/s)
1.100000000000000089e+00 1.545730000000000048e+00
1.000000000000000000e+00 1.333919999999999995e+00
9.000000000000000222e-01 1.247579999999999911e+00
8.000000000000000444e-01 1.145340000000000025e+00
6.999999999999999556e-01 1.136630000000000029e+00
5.999999999999999778e-01 1.210609999999999964e+00
5.000000000000000000e-01 1.131359999999999921e+00
4.000000000000000222e-01 1.129050000000000109e+00
2.999999999999999889e-01 1.250729999999999897e+00
