# frequency(Hz) HVamp
2.000000000000000042e-02 1.067156999999999911e+00
2.043777802275861116e-02 1.075364999999999904e+00
2.088513892042544867e-02 1.090966000000000102e+00
2.134229185993890415e-02 1.114635000000000042e+00
2.180945121728470465e-02 1.145267999999999953e+00
2.228683671448790371e-02 1.181411999999999907e+00
2.277467095838639488e-02 1.222685000000000022e+00
2.327318386720582041e-02 1.268950999999999940e+00
2.378260869151607032e-02 1.318340000000000067e+00
2.430318396985316209e-02 1.368778999999999968e+00
2.483515418061077798e-02 1.420633000000000035e+00
2.537876860438217572e-02 1.475673000000000012e+00
2.593428185548686538e-02 1.534608999999999890e+00
2.650195524800330604e-02 1.596581999999999946e+00
2.708205410122367304e-02 1.659694000000000003e+00
2.767485116257483238e-02 1.720936000000000021e+00
2.828062296556268368e-02 1.776974999999999971e+00
2.889965516642458918e-02 1.826337000000000099e+00
2.953223712425469966e-02 1.870068999999999981e+00
3.017866585007221089e-02 1.909469000000000083e+00
3.083924344304486698e-02 1.944045999999999941e+00
3.151428172097601316e-02 1.972482000000000069e+00
3.220409460893151193e-02 1.995182999999999929e+00
3.290900679366954434e-02 2.015413999999999817e+00
3.362935008254323843e-02 2.038391999999999982e+00
3.436545982617606604e-02 2.069989000000000079e+00
3.511768145762538679e-02 2.116082000000000019e+00
3.588636982920923035e-02 2.182189000000000156e+00
3.667188287528685281e-02 2.271075000000000177e+00
3.747459035401046190e-02 2.377975999999999868e+00
3.829486888200696326e-02 2.489377999999999869e+00
3.913310161841203338e-02 2.586952999999999836e+00
3.998968266187323539e-02 2.652311999999999781e+00
4.086501260624340881e-02 2.670770000000000088e+00
4.175950326235679244e-02 2.634037999999999879e+00
4.267357455111880221e-02 2.542298999999999864e+00
4.360765235805109941e-02 2.406369999999999898e+00
4.456217573218773653e-02 2.247450999999999866e+00
4.553759360593897382e-02 2.090419999999999945e+00
4.653436264861679494e-02 1.953953999999999969e+00
4.755294901990994583e-02 1.845450999999999953e+00
4.859383060501651364e-02 1.763149999999999995e+00
4.965749734357217948e-02 1.701146999999999965e+00
5.074444382592605690e-02 1.653405000000000014e+00
5.185518671652646766e-02 1.615089999999999915e+00
5.299023919793973553e-02 1.581528999999999963e+00
5.415013688613103116e-02 1.548615999999999993e+00
5.533542508618215922e-02 1.514634999999999954e+00
5.654665825930951795e-02 1.480296999999999974e+00
5.778440269534190765e-02 1.447310000000000096e+00
5.904923992113619846e-02 1.416816999999999993e+00
6.034176368113722960e-02 1.388374999999999915e+00
6.166257977365023624e-02 1.360633999999999899e+00
6.301230579922413588e-02 1.332880000000000065e+00
6.439157495481964699e-02 1.305585999999999913e+00
6.580103648476649802e-02 1.280656000000000017e+00
6.724135160227064090e-02 1.261818000000000106e+00
6.871319291929786632e-02 1.254426999999999959e+00
7.021724865648072689e-02 1.263371000000000022e+00
7.175422799231455373e-02 1.289897000000000071e+00
7.332484622679873165e-02 1.330297000000000063e+00
7.492985067379918929e-02 1.377893999999999952e+00
7.656998328017844413e-02 1.426589000000000107e+00
7.824601847091161577e-02 1.472604000000000024e+00
7.995873489609482687e-02 1.514172000000000073e+00
8.170894587125514252e-02 1.551045999999999925e+00
8.349746848200181870e-02 1.583752000000000049e+00
8.532513483931059017e-02 1.612443999999999988e+00
8.719280666320453066e-02 1.636449000000000042e+00
