# period(s) Vg(km/s)
1.100000000000000089e+00 8.763100000000000334e-01
1.000000000000000000e+00 8.198900000000000077e-01
9.000000000000000222e-01 7.069999999999999618e-01
8.000000000000000444e-01 8.121300000000000185e-01
6.999999999999999556e-01 8.805699999999999639e-01
5.999999999999999778e-01 8.389400000000000190e-01
5.000000000000000000e-01 8.676599999999999868e-01
4.000000000000000222e-01 8.412500000000000533e-01
2.999999999999999889e-01 8.872799999999999576e-01
