# period(s) Vg(km/s)
1.100000000000000089e+00 1.265370000000000106e+00
1.000000000000000000e+00 9.926099999999999923e-01
9.000000000000000222e-01 9.905100000000000016e-01
8.000000000000000444e-01 1.068729999999999958e+00
6.999999999999999556e-01 1.026659999999999906e+00
5.999999999999999778e-01 1.157059999999999977e+00
5.000000000000000000e-01 1.164099999999999913e+00
4.000000000000000222e-01 1.126069999999999904e+00
2.999999999999999889e-01 1.238830000000000098e+00
