# period(s) Vg(km/s)
1.100000000000000089e+00 9.779499999999999860e-01
1.000000000000000000e+00 9.622000000000000552e-01
9.000000000000000222e-01 1.074940000000000007e+00
8.000000000000000444e-01 1.054899999999999949e+00
6.999999999999999556e-01 1.050650000000000084e+00
5.999999999999999778e-01 1.085539999999999949e+00
5.000000000000000000e-01 1.050750000000000073e+00
4.000000000000000222e-01 1.163300000000000001e+00
2.999999999999999889e-01 9.801699999999999857e-01
