# period(s) Vg(km/s)
1.100000000000000089e+00 7.977400000000000047e-01
1.000000000000000000e+00 7.913799999999999724e-01
9.000000000000000222e-01 8.731100000000000527e-01
8.000000000000000444e-01 8.817800000000000082e-01
6.999999999999999556e-01 8.663999999999999480e-01
5.999999999999999778e-01 8.777599999999999847e-01
5.000000000000000000e-01 8.682900000000000063e-01
4.000000000000000222e-01 8.554899999999999727e-01
2.999999999999999889e-01 9.848099999999999632e-01
