# frequency(Hz) HVamp
2.000000000000000042e-02 1.443750000000000089e+00
2.043777802275861116e-02 1.478815999999999908e+00
2.088513892042544867e-02 1.515225999999999962e+00
2.134229185993890415e-02 1.549153000000000002e+00
2.180945121728470465e-02 1.578457999999999917e+00
2.228683671448790371e-02 1.604484999999999939e+00
2.277467095838639488e-02 1.632298999999999944e+00
2.327318386720582041e-02 1.668631999999999893e+00
2.378260869151607032e-02 1.718534000000000006e+00
2.430318396985316209e-02 1.781543000000000099e+00
2.483515418061077798e-02 1.849113000000000007e+00
2.537876860438217572e-02 1.906792999999999960e+00
2.593428185548686538e-02 1.941942000000000057e+00
2.650195524800330604e-02 1.951878999999999920e+00
2.708205410122367304e-02 1.945597000000000021e+00
2.767485116257483238e-02 1.936611000000000082e+00
2.828062296556268368e-02 1.932172999999999918e+00
2.889965516642458918e-02 1.928441000000000072e+00
2.953223712425469966e-02 1.915113999999999983e+00
3.017866585007221089e-02 1.883901000000000048e+00
3.083924344304486698e-02 1.833717999999999959e+00
3.151428172097601316e-02 1.770415999999999990e+00
3.220409460893151193e-02 1.703325999999999896e+00
3.290900679366954434e-02 1.641861999999999933e+00
3.362935008254323843e-02 1.593507000000000007e+00
3.436545982617606604e-02 1.562837000000000032e+00
3.511768145762538679e-02 1.550983999999999918e+00
3.588636982920923035e-02 1.555520000000000014e+00
3.667188287528685281e-02 1.571055000000000090e+00
3.747459035401046190e-02 1.590675000000000061e+00
3.829486888200696326e-02 1.607917999999999958e+00
3.913310161841203338e-02 1.618694999999999995e+00
3.998968266187323539e-02 1.622371999999999925e+00
4.086501260624340881e-02 1.621334000000000053e+00
4.175950326235679244e-02 1.619145000000000056e+00
4.267357455111880221e-02 1.618147999999999920e+00
4.360765235805109941e-02 1.617774000000000045e+00
4.456217573218773653e-02 1.614813000000000054e+00
4.553759360593897382e-02 1.605655000000000054e+00
4.653436264861679494e-02 1.588691000000000075e+00
4.755294901990994583e-02 1.564707999999999988e+00
4.859383060501651364e-02 1.535579000000000027e+00
4.965749734357217948e-02 1.503244000000000025e+00
5.074444382592605690e-02 1.468847999999999931e+00
5.185518671652646766e-02 1.432377000000000011e+00
5.299023919793973553e-02 1.393348000000000031e+00
5.415013688613103116e-02 1.351356000000000002e+00
5.533542508618215922e-02 1.305968999999999935e+00
5.654665825930951795e-02 1.256774000000000058e+00
5.778440269534190765e-02 1.204291999999999918e+00
5.904923992113619846e-02 1.151135999999999937e+00
6.034176368113722960e-02 1.101795999999999998e+00
6.166257977365023624e-02 1.060610999999999970e+00
6.301230579922413588e-02 1.029736999999999902e+00
6.439157495481964699e-02 1.008472999999999953e+00
6.580103648476649802e-02 9.940219999999999612e-01
6.724135160227064090e-02 9.831440000000000179e-01
6.871319291929786632e-02 9.736219999999999875e-01
7.021724865648072689e-02 9.648060000000000525e-01
