# period(s) Vg(km/s)
1.100000000000000089e+00 9.392399999999999638e-01
1.000000000000000000e+00 8.420600000000000307e-01
9.000000000000000222e-01 7.459099999999999620e-01
8.000000000000000444e-01 7.208999999999999853e-01
6.999999999999999556e-01 7.826499999999999568e-01
5.999999999999999778e-01 8.622400000000000064e-01
5.000000000000000000e-01 8.087400000000000144e-01
4.000000000000000222e-01 8.236700000000000133e-01
2.999999999999999889e-01 8.728000000000000203e-01
