# period(s) Vg(km/s)
1.100000000000000089e+00 9.772499999999999520e-01
1.000000000000000000e+00 9.771600000000000286e-01
9.000000000000000222e-01 9.271800000000000042e-01
8.000000000000000444e-01 8.898300000000000098e-01
6.999999999999999556e-01 7.919500000000000428e-01
5.999999999999999778e-01 8.069199999999999706e-01
5.000000000000000000e-01 6.982599999999999918e-01
4.000000000000000222e-01 7.382600000000000273e-01
2.999999999999999889e-01 7.307599999999999651e-01
