# frequency(Hz) HVamp
2.000000000000000042e-02 1.601275999999999922e+00
2.043777802275861116e-02 1.535954999999999959e+00
2.088513892042544867e-02 1.466598000000000068e+00
2.134229185993890415e-02 1.396474999999999911e+00
2.180945121728470465e-02 1.331043999999999894e+00
2.228683671448790371e-02 1.275439999999999907e+00
2.277467095838639488e-02 1.231621000000000077e+00
2.327318386720582041e-02 1.198021000000000003e+00
2.378260869151607032e-02 1.173075000000000090e+00
2.430318396985316209e-02 1.157464999999999966e+00
2.483515418061077798e-02 1.153456000000000037e+00
2.537876860438217572e-02 1.163175999999999988e+00
2.593428185548686538e-02 1.187003000000000030e+00
2.650195524800330604e-02 1.223570999999999964e+00
2.708205410122367304e-02 1.270990000000000064e+00
2.767485116257483238e-02 1.327585000000000015e+00
2.828062296556268368e-02 1.392109000000000041e+00
2.889965516642458918e-02 1.463478999999999974e+00
2.953223712425469966e-02 1.539767000000000108e+00
3.017866585007221089e-02 1.616884999999999906e+00
3.083924344304486698e-02 1.687963000000000102e+00
3.151428172097601316e-02 1.744356999999999935e+00
3.220409460893151193e-02 1.778027000000000024e+00
3.290900679366954434e-02 1.783716999999999997e+00
3.362935008254323843e-02 1.759791000000000105e+00
3.436545982617606604e-02 1.708274000000000070e+00
3.511768145762538679e-02 1.634800000000000031e+00
3.588636982920923035e-02 1.547978999999999994e+00
3.667188287528685281e-02 1.457600000000000007e+00
3.747459035401046190e-02 1.372246000000000077e+00
3.829486888200696326e-02 1.297690999999999928e+00
3.913310161841203338e-02 1.236806999999999990e+00
3.998968266187323539e-02 1.190480999999999900e+00
4.086501260624340881e-02 1.158490999999999937e+00
4.175950326235679244e-02 1.139472000000000040e+00
4.267357455111880221e-02 1.130044999999999966e+00
4.360765235805109941e-02 1.124619000000000035e+00
4.456217573218773653e-02 1.117010000000000058e+00
4.553759360593897382e-02 1.102778999999999954e+00
4.653436264861679494e-02 1.080219999999999958e+00
4.755294901990994583e-02 1.049776999999999960e+00
4.859383060501651364e-02 1.013055999999999957e+00
4.965749734357217948e-02 9.719539999999999846e-01
5.074444382592605690e-02 9.284470000000000223e-01
5.185518671652646766e-02 8.848780000000000534e-01
5.299023919793973553e-02 8.437569999999999792e-01
5.415013688613103116e-02 8.069260000000000321e-01
5.533542508618215922e-02 7.746509999999999785e-01
5.654665825930951795e-02 7.454779999999999740e-01
5.778440269534190765e-02 7.172849999999999504e-01
