# period(s) Vg(km/s)
1.100000000000000089e+00 1.012999999999999901e+00
1.000000000000000000e+00 1.068859999999999921e+00
9.000000000000000222e-01 1.339040000000000008e+00
8.000000000000000444e-01 1.151340000000000030e+00
6.999999999999999556e-01 1.166449999999999987e+00
5.999999999999999778e-01 1.038729999999999931e+00
5.000000000000000000e-01 1.035570000000000102e+00
4.000000000000000222e-01 9.726900000000000546e-01
2.999999999999999889e-01 1.044480000000000075e+00
