# period(s) Vg(km/s)
1.100000000000000089e+00 8.913299999999999557e-01
1.000000000000000000e+00 9.750199999999999978e-01
9.000000000000000222e-01 9.470899999999999874e-01
8.000000000000000444e-01 1.017759999999999998e+00
6.999999999999999556e-01 1.233700000000000019e+00
5.999999999999999778e-01 1.303739999999999899e+00
5.000000000000000000e-01 1.183110000000000106e+00
4.000000000000000222e-01 1.064000000000000057e+00
2.999999999999999889e-01 9.168300000000000338e-01
