# period(s) Vg(km/s)
1.100000000000000089e+00 1.007710000000000106e+00
1.000000000000000000e+00 9.337100000000000399e-01
9.000000000000000222e-01 9.108100000000000085e-01
8.000000000000000444e-01 9.843699999999999672e-01
6.999999999999999556e-01 1.026780000000000026e+00
5.999999999999999778e-01 1.037160000000000082e+00
5.000000000000000000e-01 1.049420000000000019e+00
4.000000000000000222e-01 1.089860000000000051e+00
2.999999999999999889e-01 1.019519999999999982e+00
