# period(s) Vg(km/s)
1.100000000000000089e+00 1.194690000000000030e+00
1.000000000000000000e+00 1.287360000000000060e+00
9.000000000000000222e-01 1.226569999999999938e+00
8.000000000000000444e-01 1.100740000000000052e+00
6.999999999999999556e-01 1.054370000000000029e+00
5.999999999999999778e-01 9.887000000000000233e-01
5.000000000000000000e-01 1.000429999999999930e+00
4.000000000000000222e-01 9.440800000000000303e-01
2.999999999999999889e-01 1.030829999999999913e+00
