# period(s) Vg(km/s)
1.100000000000000089e+00 1.024399999999999977e+00
1.000000000000000000e+00 1.144740000000000091e+00
9.000000000000000222e-01 1.180809999999999915e+00
8.000000000000000444e-01 1.126829999999999998e+00
6.999999999999999556e-01 1.214089999999999892e+00
5.999999999999999778e-01 1.271160000000000068e+00
5.000000000000000000e-01 1.255749999999999922e+00
4.000000000000000222e-01 1.324149999999999938e+00
2.999999999999999889e-01 1.453850000000000087e+00
