# period(s) Vg(km/s)
1.100000000000000089e+00 1.632900000000000018e+00
1.000000000000000000e+00 1.522850000000000037e+00
9.000000000000000222e-01 1.415929999999999911e+00
8.000000000000000444e-01 1.420139999999999958e+00
6.999999999999999556e-01 1.222509999999999986e+00
5.999999999999999778e-01 1.316550000000000109e+00
5.000000000000000000e-01 1.261390000000000011e+00
4.000000000000000222e-01 1.297409999999999952e+00
2.999999999999999889e-01 1.329979999999999940e+00
