# period(s) Vg(km/s)
1.100000000000000089e+00 9.830999999999999739e-01
1.000000000000000000e+00 1.165019999999999945e+00
9.000000000000000222e-01 1.099539999999999962e+00
8.000000000000000444e-01 1.178109999999999991e+00
6.999999999999999556e-01 1.312769999999999992e+00
5.999999999999999778e-01 1.319800000000000084e+00
5.000000000000000000e-01 1.365169999999999995e+00
4.000000000000000222e-01 1.411030000000000006e+00
2.999999999999999889e-01 1.530410000000000048e+00
