# period(s) Vg(km/s)
1.100000000000000089e+00 1.134700000000000042e+00
1.000000000000000000e+00 1.136419999999999986e+00
9.000000000000000222e-01 1.170080000000000009e+00
8.000000000000000444e-01 1.157229999999999981e+00
6.999999999999999556e-01 1.274999999999999911e+00
5.999999999999999778e-01 1.326799999999999979e+00
5.000000000000000000e-01 1.317239999999999966e+00
4.000000000000000222e-01 1.268250000000000099e+00
2.999999999999999889e-01 1.192320000000000046e+00
