# period(s) Vg(km/s)
1.100000000000000089e+00 9.955500000000000460e-01
1.000000000000000000e+00 1.116200000000000081e+00
9.000000000000000222e-01 1.097529999999999895e+00
8.000000000000000444e-01 1.092829999999999968e+00
6.999999999999999556e-01 1.193759999999999932e+00
5.999999999999999778e-01 1.327539999999999942e+00
5.000000000000000000e-01 1.286909999999999998e+00
4.000000000000000222e-01 1.317720000000000002e+00
2.999999999999999889e-01 1.398479999999999945e+00
