# period(s) Vg(km/s)
1.100000000000000089e+00 1.023190000000000044e+00
1.000000000000000000e+00 1.031760000000000010e+00
9.000000000000000222e-01 1.023959999999999981e+00
8.000000000000000444e-01 1.056510000000000060e+00
6.999999999999999556e-01 1.050990000000000091e+00
5.999999999999999778e-01 1.064920000000000089e+00
5.000000000000000000e-01 1.067879999999999940e+00
4.000000000000000222e-01 9.861999999999999655e-01
2.999999999999999889e-01 1.082230000000000025e+00
