# period(s) Vg(km/s)
1.100000000000000089e+00 6.929199999999999804e-01
1.000000000000000000e+00 6.614900000000000224e-01
9.000000000000000222e-01 6.574499999999999789e-01
8.000000000000000444e-01 6.866299999999999626e-01
6.999999999999999556e-01 7.309900000000000286e-01
5.999999999999999778e-01 7.244800000000000129e-01
5.000000000000000000e-01 6.990100000000000202e-01
4.000000000000000222e-01 7.318999999999999950e-01
2.999999999999999889e-01 7.325500000000000345e-01
