# frequency(Hz) HVamp
2.000000000000000042e-02 1.248356000000000021e+00
2.043777802275861116e-02 1.224580999999999920e+00
2.088513892042544867e-02 1.202922999999999965e+00
2.134229185993890415e-02 1.184018000000000015e+00
2.180945121728470465e-02 1.167866000000000071e+00
2.228683671448790371e-02 1.153513000000000011e+00
2.277467095838639488e-02 1.139493000000000089e+00
2.327318386720582041e-02 1.124387999999999943e+00
2.378260869151607032e-02 1.107718999999999898e+00
2.430318396985316209e-02 1.090907999999999989e+00
2.483515418061077798e-02 1.076449999999999907e+00
2.537876860438217572e-02 1.066129000000000104e+00
2.593428185548686538e-02 1.060635999999999912e+00
2.650195524800330604e-02 1.060078999999999994e+00
2.708205410122367304e-02 1.063927000000000067e+00
2.767485116257483238e-02 1.070530999999999899e+00
2.828062296556268368e-02 1.077415999999999929e+00
2.889965516642458918e-02 1.082816999999999918e+00
2.953223712425469966e-02 1.086832999999999938e+00
3.017866585007221089e-02 1.090808999999999918e+00
3.083924344304486698e-02 1.096155999999999908e+00
3.151428172097601316e-02 1.103688999999999920e+00
3.220409460893151193e-02 1.113307999999999964e+00
3.290900679366954434e-02 1.123952999999999980e+00
3.362935008254323843e-02 1.133971000000000062e+00
3.436545982617606604e-02 1.141869999999999941e+00
3.511768145762538679e-02 1.147280999999999995e+00
3.588636982920923035e-02 1.151302999999999965e+00
3.667188287528685281e-02 1.155324999999999935e+00
3.747459035401046190e-02 1.159402999999999961e+00
3.829486888200696326e-02 1.162196000000000007e+00
3.913310161841203338e-02 1.162220999999999949e+00
3.998968266187323539e-02 1.158849000000000018e+00
4.086501260624340881e-02 1.152465999999999990e+00
4.175950326235679244e-02 1.144319000000000086e+00
4.267357455111880221e-02 1.136411000000000060e+00
4.360765235805109941e-02 1.131164000000000058e+00
4.456217573218773653e-02 1.130697000000000063e+00
4.553759360593897382e-02 1.136225999999999958e+00
4.653436264861679494e-02 1.148025000000000073e+00
4.755294901990994583e-02 1.165100000000000025e+00
4.859383060501651364e-02 1.183648000000000033e+00
4.965749734357217948e-02 1.198131999999999975e+00
5.074444382592605690e-02 1.205967999999999929e+00
5.185518671652646766e-02 1.208447000000000049e+00
5.299023919793973553e-02 1.208220999999999989e+00
5.415013688613103116e-02 1.207699000000000078e+00
5.533542508618215922e-02 1.208633000000000068e+00
5.654665825930951795e-02 1.211791000000000063e+00
5.778440269534190765e-02 1.216352000000000100e+00
5.904923992113619846e-02 1.219762000000000013e+00
6.034176368113722960e-02 1.219335999999999975e+00
6.166257977365023624e-02 1.214625999999999983e+00
6.301230579922413588e-02 1.207321000000000089e+00
6.439157495481964699e-02 1.199260999999999910e+00
6.580103648476649802e-02 1.191146000000000038e+00
6.724135160227064090e-02 1.182728999999999919e+00
6.871319291929786632e-02 1.173856999999999928e+00
7.021724865648072689e-02 1.165208999999999939e+00
7.175422799231455373e-02 1.158026000000000000e+00
