# period(s) Vg(km/s)
1.100000000000000089e+00 1.640859999999999985e+00
1.000000000000000000e+00 1.455300000000000038e+00
9.000000000000000222e-01 1.375059999999999949e+00
8.000000000000000444e-01 1.334589999999999943e+00
6.999999999999999556e-01 1.249670000000000059e+00
5.999999999999999778e-01 1.259589999999999987e+00
5.000000000000000000e-01 1.259519999999999973e+00
4.000000000000000222e-01 1.184660000000000046e+00
2.999999999999999889e-01 1.327090000000000103e+00
