# period(s) Vg(km/s)
1.100000000000000089e+00 1.156290000000000040e+00
1.000000000000000000e+00 1.471489999999999965e+00
9.000000000000000222e-01 1.467179999999999929e+00
8.000000000000000444e-01 1.402779999999999916e+00
6.999999999999999556e-01 1.334119999999999973e+00
5.999999999999999778e-01 1.401399999999999979e+00
5.000000000000000000e-01 1.351299999999999946e+00
4.000000000000000222e-01 1.419999999999999929e+00
2.999999999999999889e-01 1.362430000000000030e+00
