# period(s) Vg(km/s)
1.100000000000000089e+00 1.033120000000000038e+00
1.000000000000000000e+00 1.056699999999999973e+00
9.000000000000000222e-01 1.236990000000000034e+00
8.000000000000000444e-01 1.223689999999999944e+00
6.999999999999999556e-01 1.040880000000000027e+00
5.999999999999999778e-01 1.133869999999999933e+00
5.000000000000000000e-01 1.083939999999999904e+00
4.000000000000000222e-01 1.012899999999999912e+00
2.999999999999999889e-01 1.168260000000000076e+00
