# frequency(Hz) HVamp
2.000000000000000042e-02 1.343957999999999986e+00
2.043777802275861116e-02 1.348373000000000044e+00
2.088513892042544867e-02 1.356357000000000035e+00
2.134229185993890415e-02 1.365380000000000038e+00
2.180945121728470465e-02 1.371100999999999903e+00
2.228683671448790371e-02 1.369159999999999933e+00
2.277467095838639488e-02 1.356978000000000018e+00
2.327318386720582041e-02 1.334322000000000008e+00
2.378260869151607032e-02 1.303174000000000055e+00
2.430318396985316209e-02 1.267941999999999902e+00
2.483515418061077798e-02 1.234982999999999942e+00
2.537876860438217572e-02 1.210356999999999905e+00
2.593428185548686538e-02 1.197081000000000062e+00
2.650195524800330604e-02 1.193624999999999936e+00
2.708205410122367304e-02 1.194388000000000005e+00
2.767485116257483238e-02 1.192342999999999931e+00
2.828062296556268368e-02 1.182949999999999946e+00
2.889965516642458918e-02 1.166631999999999891e+00
2.953223712425469966e-02 1.147758999999999974e+00
3.017866585007221089e-02 1.131593000000000071e+00
3.083924344304486698e-02 1.121674000000000060e+00
3.151428172097601316e-02 1.118757000000000001e+00
3.220409460893151193e-02 1.121185000000000098e+00
3.290900679366954434e-02 1.126130999999999993e+00
3.362935008254323843e-02 1.131042000000000103e+00
3.436545982617606604e-02 1.134508999999999990e+00
3.511768145762538679e-02 1.136349000000000053e+00
3.588636982920923035e-02 1.137472000000000039e+00
3.667188287528685281e-02 1.139920000000000044e+00
3.747459035401046190e-02 1.146514999999999951e+00
3.829486888200696326e-02 1.159691999999999945e+00
3.913310161841203338e-02 1.180166000000000048e+00
3.998968266187323539e-02 1.206428000000000056e+00
4.086501260624340881e-02 1.235370999999999997e+00
4.175950326235679244e-02 1.263644999999999907e+00
4.267357455111880221e-02 1.289333999999999980e+00
4.360765235805109941e-02 1.313228999999999980e+00
4.456217573218773653e-02 1.338416999999999968e+00
4.553759360593897382e-02 1.367841000000000085e+00
4.653436264861679494e-02 1.401577000000000073e+00
4.755294901990994583e-02 1.436107999999999940e+00
4.859383060501651364e-02 1.466458000000000039e+00
4.965749734357217948e-02 1.489238000000000062e+00
5.074444382592605690e-02 1.503973999999999922e+00
5.185518671652646766e-02 1.513171999999999962e+00
5.299023919793973553e-02 1.520709000000000088e+00
5.415013688613103116e-02 1.529169000000000000e+00
5.533542508618215922e-02 1.538226000000000093e+00
5.654665825930951795e-02 1.544894999999999907e+00
5.778440269534190765e-02 1.545649999999999968e+00
5.904923992113619846e-02 1.539184000000000108e+00
6.034176368113722960e-02 1.527978999999999976e+00
6.166257977365023624e-02 1.517756000000000105e+00
6.301230579922413588e-02 1.514659999999999895e+00
6.439157495481964699e-02 1.521254000000000106e+00
6.580103648476649802e-02 1.534343000000000012e+00
