# period(s) Vg(km/s)
1.100000000000000089e+00 1.233249999999999957e+00
1.000000000000000000e+00 1.151280000000000081e+00
9.000000000000000222e-01 1.130349999999999966e+00
8.000000000000000444e-01 1.118489999999999984e+00
6.999999999999999556e-01 1.362049999999999983e+00
5.999999999999999778e-01 1.361129999999999951e+00
5.000000000000000000e-01 1.365450000000000053e+00
4.000000000000000222e-01 1.432749999999999968e+00
2.999999999999999889e-01 1.515449999999999964e+00
