# frequency(Hz) HVamp
2.000000000000000042e-02 1.716366000000000058e+00
2.043777802275861116e-02 1.661488999999999994e+00
2.088513892042544867e-02 1.608524000000000065e+00
2.134229185993890415e-02 1.558807999999999971e+00
2.180945121728470465e-02 1.513011000000000106e+00
2.228683671448790371e-02 1.472037000000000040e+00
2.277467095838639488e-02 1.437021000000000104e+00
2.327318386720582041e-02 1.408605000000000107e+00
2.378260869151607032e-02 1.386471000000000009e+00
2.430318396985316209e-02 1.369980999999999893e+00
2.483515418061077798e-02 1.359040000000000026e+00
2.537876860438217572e-02 1.353793000000000024e+00
2.593428185548686538e-02 1.353815999999999908e+00
2.650195524800330604e-02 1.357752000000000070e+00
2.708205410122367304e-02 1.363545999999999925e+00
2.767485116257483238e-02 1.369083000000000050e+00
2.828062296556268368e-02 1.372854999999999936e+00
2.889965516642458918e-02 1.374411999999999967e+00
2.953223712425469966e-02 1.374508000000000063e+00
3.017866585007221089e-02 1.374978999999999951e+00
3.083924344304486698e-02 1.378363000000000005e+00
3.151428172097601316e-02 1.386854999999999949e+00
3.220409460893151193e-02 1.400708000000000064e+00
3.290900679366954434e-02 1.417364000000000068e+00
3.362935008254323843e-02 1.432080000000000020e+00
3.436545982617606604e-02 1.439626000000000072e+00
3.511768145762538679e-02 1.436296999999999935e+00
3.588636982920923035e-02 1.421515000000000084e+00
3.667188287528685281e-02 1.398309999999999942e+00
3.747459035401046190e-02 1.372128000000000014e+00
3.829486888200696326e-02 1.348692000000000002e+00
3.913310161841203338e-02 1.332303999999999933e+00
3.998968266187323539e-02 1.325110000000000010e+00
4.086501260624340881e-02 1.327199000000000018e+00
4.175950326235679244e-02 1.337277000000000049e+00
4.267357455111880221e-02 1.353517000000000081e+00
4.360765235805109941e-02 1.373844999999999983e+00
4.456217573218773653e-02 1.395545999999999953e+00
4.553759360593897382e-02 1.415289000000000019e+00
4.653436264861679494e-02 1.429821999999999926e+00
4.755294901990994583e-02 1.436935999999999991e+00
4.859383060501651364e-02 1.436935000000000073e+00
4.965749734357217948e-02 1.433999999999999941e+00
5.074444382592605690e-02 1.435302999999999995e+00
5.185518671652646766e-02 1.447081999999999979e+00
5.299023919793973553e-02 1.470933999999999964e+00
5.415013688613103116e-02 1.502861000000000002e+00
5.533542508618215922e-02 1.535177999999999932e+00
5.654665825930951795e-02 1.560430999999999901e+00
5.778440269534190765e-02 1.575158000000000058e+00
5.904923992113619846e-02 1.581510999999999889e+00
6.034176368113722960e-02 1.586092000000000057e+00
6.166257977365023624e-02 1.596054000000000084e+00
6.301230579922413588e-02 1.614343000000000083e+00
