# period(s) Vg(km/s)
1.100000000000000089e+00 8.628299999999999859e-01
1.000000000000000000e+00 8.496299999999999963e-01
9.000000000000000222e-01 8.002899999999999459e-01
8.000000000000000444e-01 8.286099999999999577e-01
6.999999999999999556e-01 8.237299999999999622e-01
5.999999999999999778e-01 8.394200000000000550e-01
5.000000000000000000e-01 8.524100000000000010e-01
4.000000000000000222e-01 7.936900000000000066e-01
2.999999999999999889e-01 8.929000000000000270e-01
