# period(s) Vg(km/s)
1.100000000000000089e+00 8.103200000000000403e-01
1.000000000000000000e+00 8.111300000000000177e-01
9.000000000000000222e-01 8.385299999999999976e-01
8.000000000000000444e-01 8.728200000000000403e-01
6.999999999999999556e-01 8.926199999999999690e-01
5.999999999999999778e-01 9.169000000000000483e-01
5.000000000000000000e-01 9.527999999999999803e-01
4.000000000000000222e-01 9.869400000000000395e-01
2.999999999999999889e-01 9.328600000000000225e-01
