# period(s) Vg(km/s)
1.100000000000000089e+00 8.069800000000000306e-01
1.000000000000000000e+00 7.960899999999999643e-01
9.000000000000000222e-01 8.126600000000000490e-01
8.000000000000000444e-01 8.705300000000000260e-01
6.999999999999999556e-01 8.630600000000000493e-01
5.999999999999999778e-01 8.957600000000000007e-01
5.000000000000000000e-01 8.595599999999999907e-01
4.000000000000000222e-01 9.361399999999999721e-01
2.999999999999999889e-01 9.016100000000000225e-01
