# frequency(Hz) HVamp
2.000000000000000042e-02 3.608509999999999773e-01
2.043777802275861116e-02 3.626030000000000086e-01
2.088513892042544867e-02 3.636670000000000180e-01
2.134229185993890415e-02 3.618600000000000150e-01
2.180945121728470465e-02 3.552910000000000235e-01
2.228683671448790371e-02 3.434699999999999975e-01
2.277467095838639488e-02 3.275870000000000171e-01
2.327318386720582041e-02 3.097010000000000041e-01
2.378260869151607032e-02 2.916349999999999776e-01
2.430318396985316209e-02 2.741709999999999980e-01
2.483515418061077798e-02 2.563360000000000083e-01
2.537876860438217572e-02 2.355970000000000009e-01
2.593428185548686538e-02 2.095920000000000005e-01
2.650195524800330604e-02 1.785259999999999903e-01
2.708205410122367304e-02 1.460309999999999941e-01
2.767485116257483238e-02 1.170729999999999965e-01
2.828062296556268368e-02 9.489400000000000612e-02
2.889965516642458918e-02 8.013199999999999490e-02
2.953223712425469966e-02 7.209999999999999742e-02
3.017866585007221089e-02 7.023200000000000276e-02
3.083924344304486698e-02 7.428800000000000681e-02
3.151428172097601316e-02 8.347899999999999765e-02
3.220409460893151193e-02 9.612999999999999323e-02
3.290900679366954434e-02 1.107100000000000029e-01
3.362935008254323843e-02 1.271130000000000038e-01
3.436545982617606604e-02 1.468190000000000051e-01
3.511768145762538679e-02 1.718600000000000128e-01
3.588636982920923035e-02 2.030710000000000015e-01
3.667188287528685281e-02 2.385480000000000100e-01
3.747459035401046190e-02 2.739340000000000108e-01
3.829486888200696326e-02 3.047529999999999961e-01
3.913310161841203338e-02 3.289650000000000074e-01
3.998968266187323539e-02 3.475509999999999988e-01
4.086501260624340881e-02 3.626770000000000271e-01
4.175950326235679244e-02 3.753529999999999922e-01
4.267357455111880221e-02 3.847610000000000197e-01
4.360765235805109941e-02 3.897160000000000069e-01
4.456217573218773653e-02 3.902559999999999918e-01
4.553759360593897382e-02 3.871100000000000096e-01
4.653436264861679494e-02 3.801450000000000107e-01
4.755294901990994583e-02 3.681559999999999833e-01
4.859383060501651364e-02 3.499280000000000168e-01
4.965749734357217948e-02 3.256279999999999730e-01
5.074444382592605690e-02 2.974319999999999742e-01
5.185518671652646766e-02 2.688450000000000006e-01
5.299023919793973553e-02 2.434000000000000052e-01
5.415013688613103116e-02 2.235240000000000005e-01
5.533542508618215922e-02 2.100629999999999997e-01
5.654665825930951795e-02 2.024070000000000036e-01
5.778440269534190765e-02 1.988429999999999920e-01
5.904923992113619846e-02 1.970089999999999897e-01
6.034176368113722960e-02 1.944130000000000025e-01
6.166257977365023624e-02 1.889560000000000128e-01
6.301230579922413588e-02 1.795760000000000134e-01
6.439157495481964699e-02 1.665470000000000006e-01
6.580103648476649802e-02 1.511139999999999983e-01
6.724135160227064090e-02 1.349509999999999876e-01
6.871319291929786632e-02 1.197109999999999980e-01
7.021724865648072689e-02 1.065610000000000029e-01
7.175422799231455373e-02 9.571200000000000541e-02
7.332484622679873165e-02 8.644899999999999807e-02
7.492985067379918929e-02 7.784499999999999753e-02
7.656998328017844413e-02 6.930799999999999461e-02
7.824601847091161577e-02 6.063700000000000340e-02
7.995873489609482687e-02 5.196800000000000030e-02
8.170894587125514252e-02 4.353300000000000225e-02
8.349746848200181870e-02 3.529199999999999698e-02
8.532513483931059017e-02 2.695900000000000032e-02
8.719280666320453066e-02 1.845899999999999971e-02
8.910136197668877545e-02 1.024500000000000063e-02
9.105169441740208758e-02 3.122000000000000209e-03
9.304472101470850909e-02 -2.265000000000000086e-03
9.508136492722282784e-02 -6.119999999999999572e-03
9.716259003207046441e-02 -9.971000000000000696e-03
9.928937600698042876e-02 -1.608499999999999860e-02
1.014627169666056788e-01 -2.593499999999999972e-02
1.036836198025345573e-01 -3.896399999999999864e-02
1.059531470945422049e-01 -5.267399999999999860e-02
1.082723426204657002e-01 -6.396399999999999308e-02
1.106423073612318730e-01 -7.062999999999999834e-02
1.130641434367904014e-01 -7.207500000000000018e-02
1.155389888050807612e-01 -6.914800000000000113e-02
1.180680199308263012e-01 -6.355199999999999738e-02
1.206523964642573915e-01 -5.715200000000000141e-02
1.232933427266421494e-01 -5.149100000000000205e-02
1.259921091142061633e-01 -4.776500000000000190e-02
1.287499385219043613e-01 -4.704799999999999954e-02
1.315681276210838024e-01 -5.025099999999999706e-02
1.344480149355610776e-01 -5.763499999999999873e-02
1.373909270603933253e-01 -6.822100000000000386e-02
1.403982677661723133e-01 -7.964300000000000546e-02
1.434714465996406174e-01 -8.871500000000000219e-02
1.466118729226930095e-01 -9.251600000000000101e-02
1.498210387691902012e-01 -8.962599999999999734e-02
1.531004603883944215e-01 -8.091500000000000081e-02
1.564516759885790365e-01 -6.932099999999999373e-02
1.598762174374112610e-01 -5.851800000000000057e-02
1.633757347823671657e-01 -5.113999999999999796e-02
1.669518482487836186e-01 -4.756400000000000211e-02
1.706062493069121222e-01 -4.612299999999999733e-02
1.743406480276755433e-01 -4.455599999999999838e-02
1.781567686922972404e-01 -4.145499999999999879e-02
1.820564109071452219e-01 -3.663899999999999796e-02
1.860414236112984399e-01 -3.070399999999999865e-02
1.901136708649468487e-01 -2.460000000000000034e-02
1.942750635716576912e-01 -1.947000000000000119e-02
1.985275213739692568e-01 -1.651599999999999943e-02
2.028730886819132551e-01 -1.665600000000000067e-02
2.073137384534022021e-01 -1.992199999999999874e-02
2.118516148918974384e-01 -2.496699999999999961e-02
2.164888283105038391e-01 -2.935700000000000115e-02
