# period(s) Vg(km/s)
1.100000000000000089e+00 8.872600000000000486e-01
1.000000000000000000e+00 9.324099999999999611e-01
9.000000000000000222e-01 9.795800000000000063e-01
8.000000000000000444e-01 1.006140000000000034e+00
6.999999999999999556e-01 1.014650000000000052e+00
5.999999999999999778e-01 1.102940000000000031e+00
5.000000000000000000e-01 1.106810000000000072e+00
4.000000000000000222e-01 1.020270000000000010e+00
2.999999999999999889e-01 1.021300000000000097e+00
