# frequency(Hz) HVamp
2.000000000000000042e-02 2.030704000000000065e+00
2.043777802275861116e-02 2.024557000000000162e+00
2.088513892042544867e-02 2.004170999999999925e+00
2.134229185993890415e-02 1.964963999999999933e+00
2.180945121728470465e-02 1.903454999999999897e+00
2.228683671448790371e-02 1.817717999999999945e+00
2.277467095838639488e-02 1.708919999999999995e+00
2.327318386720582041e-02 1.583091999999999944e+00
2.378260869151607032e-02 1.451057000000000041e+00
2.430318396985316209e-02 1.325175999999999910e+00
2.483515418061077798e-02 1.215479999999999894e+00
2.537876860438217572e-02 1.127766999999999964e+00
2.593428185548686538e-02 1.063218999999999914e+00
2.650195524800330604e-02 1.018383999999999956e+00
2.708205410122367304e-02 9.860609999999999653e-01
2.767485116257483238e-02 9.580400000000000027e-01
2.828062296556268368e-02 9.290070000000000272e-01
2.889965516642458918e-02 8.989700000000000468e-01
2.953223712425469966e-02 8.718989999999999796e-01
3.017866585007221089e-02 8.517670000000000519e-01
3.083924344304486698e-02 8.396270000000000122e-01
3.151428172097601316e-02 8.339569999999999483e-01
3.220409460893151193e-02 8.332410000000000094e-01
3.290900679366954434e-02 8.379459999999999686e-01
3.362935008254323843e-02 8.498980000000000423e-01
3.436545982617606604e-02 8.699040000000000106e-01
3.511768145762538679e-02 8.961179999999999701e-01
3.588636982920923035e-02 9.245409999999999462e-01
3.667188287528685281e-02 9.511460000000000470e-01
3.747459035401046190e-02 9.738560000000000549e-01
3.829486888200696326e-02 9.929789999999999450e-01
3.913310161841203338e-02 1.010208999999999913e+00
3.998968266187323539e-02 1.027438000000000073e+00
4.086501260624340881e-02 1.046246000000000009e+00
4.175950326235679244e-02 1.067816000000000098e+00
4.267357455111880221e-02 1.092584999999999917e+00
4.360765235805109941e-02 1.119774000000000047e+00
4.456217573218773653e-02 1.147577999999999987e+00
4.553759360593897382e-02 1.173902000000000001e+00
4.653436264861679494e-02 1.196768000000000054e+00
4.755294901990994583e-02 1.214671999999999974e+00
4.859383060501651364e-02 1.226722000000000090e+00
4.965749734357217948e-02 1.231583000000000094e+00
5.074444382592605690e-02 1.227319000000000049e+00
5.185518671652646766e-02 1.213087999999999944e+00
5.299023919793973553e-02 1.190577999999999914e+00
5.415013688613103116e-02 1.163864999999999927e+00
5.533542508618215922e-02 1.137550999999999979e+00
5.654665825930951795e-02 1.114487000000000005e+00
5.778440269534190765e-02 1.094643999999999950e+00
5.904923992113619846e-02 1.075706000000000051e+00
6.034176368113722960e-02 1.054928000000000088e+00
6.166257977365023624e-02 1.031042000000000014e+00
6.301230579922413588e-02 1.004575999999999913e+00
6.439157495481964699e-02 9.771189999999999598e-01
6.580103648476649802e-02 9.507809999999999873e-01
6.724135160227064090e-02 9.277379999999999516e-01
6.871319291929786632e-02 9.099420000000000286e-01
7.021724865648072689e-02 8.989740000000000508e-01
7.175422799231455373e-02 8.956589999999999829e-01
7.332484622679873165e-02 8.996450000000000280e-01
