# period(s) Vg(km/s)
1.100000000000000089e+00 1.309360000000000079e+00
1.000000000000000000e+00 1.451999999999999957e+00
9.000000000000000222e-01 1.273200000000000109e+00
8.000000000000000444e-01 1.367580000000000018e+00
6.999999999999999556e-01 1.368100000000000094e+00
5.999999999999999778e-01 1.518299999999999983e+00
5.000000000000000000e-01 1.478979999999999961e+00
4.000000000000000222e-01 1.539690000000000003e+00
2.999999999999999889e-01 1.483600000000000030e+00
