# period(s) Vg(km/s)
1.100000000000000089e+00 1.294200000000000017e+00
1.000000000000000000e+00 1.181869999999999976e+00
9.000000000000000222e-01 1.157799999999999940e+00
8.000000000000000444e-01 1.205259999999999998e+00
6.999999999999999556e-01 1.131909999999999972e+00
5.999999999999999778e-01 1.325700000000000101e+00
5.000000000000000000e-01 1.232069999999999999e+00
4.000000000000000222e-01 1.214199999999999946e+00
2.999999999999999889e-01 1.161650000000000071e+00
