# period(s) Vg(km/s)
1.100000000000000089e+00 9.709100000000000508e-01
1.000000000000000000e+00 9.655799999999999939e-01
9.000000000000000222e-01 9.413700000000000401e-01
8.000000000000000444e-01 9.568299999999999583e-01
6.999999999999999556e-01 9.555399999999999450e-01
5.999999999999999778e-01 1.031460000000000043e+00
5.000000000000000000e-01 1.015549999999999953e+00
4.000000000000000222e-01 9.833699999999999664e-01
2.999999999999999889e-01 1.034859999999999891e+00
