# period(s) Vg(km/s)
1.100000000000000089e+00 1.361699999999999910e+00
1.000000000000000000e+00 1.582019999999999982e+00
9.000000000000000222e-01 1.626489999999999991e+00
8.000000000000000444e-01 1.631080000000000085e+00
6.999999999999999556e-01 1.646400000000000086e+00
5.999999999999999778e-01 1.582619999999999916e+00
5.000000000000000000e-01 1.567420000000000035e+00
4.000000000000000222e-01 1.552829999999999933e+00
2.999999999999999889e-01 1.504860000000000086e+00
