# period(s) Vg(km/s)
1.100000000000000089e+00 1.114170000000000105e+00
1.000000000000000000e+00 1.118049999999999988e+00
9.000000000000000222e-01 1.072230000000000016e+00
8.000000000000000444e-01 1.123059999999999947e+00
6.999999999999999556e-01 1.143310000000000048e+00
5.999999999999999778e-01 1.143459999999999921e+00
5.000000000000000000e-01 1.121450000000000058e+00
4.000000000000000222e-01 1.066650000000000098e+00
2.999999999999999889e-01 9.917500000000000204e-01
