# period(s) Vg(km/s)
1.100000000000000089e+00 1.056529999999999969e+00
1.000000000000000000e+00 1.280610000000000026e+00
9.000000000000000222e-01 1.394930000000000003e+00
8.000000000000000444e-01 1.343509999999999982e+00
6.999999999999999556e-01 1.288869999999999960e+00
5.999999999999999778e-01 1.332260000000000000e+00
5.000000000000000000e-01 1.331499999999999906e+00
4.000000000000000222e-01 1.371480000000000032e+00
2.999999999999999889e-01 1.280399999999999983e+00
