# period(s) Vg(km/s)
1.100000000000000089e+00 9.835899999999999643e-01
1.000000000000000000e+00 1.170179999999999998e+00
9.000000000000000222e-01 1.246510000000000007e+00
8.000000000000000444e-01 1.229109999999999925e+00
6.999999999999999556e-01 1.212450000000000028e+00
5.999999999999999778e-01 1.176299999999999901e+00
5.000000000000000000e-01 1.337539999999999951e+00
4.000000000000000222e-01 1.340100000000000069e+00
2.999999999999999889e-01 1.191470000000000029e+00
