# frequency(Hz) HVamp
2.000000000000000042e-02 1.419071999999999889e+00
2.043777802275861116e-02 1.413467999999999947e+00
2.088513892042544867e-02 1.408050000000000024e+00
2.134229185993890415e-02 1.401618999999999948e+00
2.180945121728470465e-02 1.394255999999999940e+00
2.228683671448790371e-02 1.388050000000000006e+00
2.277467095838639488e-02 1.386420999999999903e+00
2.327318386720582041e-02 1.392574999999999896e+00
2.378260869151607032e-02 1.408422999999999981e+00
2.430318396985316209e-02 1.432952000000000004e+00
2.483515418061077798e-02 1.461100999999999983e+00
2.537876860438217572e-02 1.485973999999999906e+00
2.593428185548686538e-02 1.503268999999999966e+00
2.650195524800330604e-02 1.514186999999999950e+00
2.708205410122367304e-02 1.524421000000000026e+00
2.767485116257483238e-02 1.539390999999999954e+00
2.828062296556268368e-02 1.558897999999999895e+00
2.889965516642458918e-02 1.575833000000000039e+00
2.953223712425469966e-02 1.580146000000000051e+00
3.017866585007221089e-02 1.564780999999999977e+00
3.083924344304486698e-02 1.529439999999999911e+00
3.151428172097601316e-02 1.480359999999999898e+00
3.220409460893151193e-02 1.427110000000000101e+00
3.290900679366954434e-02 1.379050000000000109e+00
3.362935008254323843e-02 1.343353999999999937e+00
3.436545982617606604e-02 1.324367000000000072e+00
3.511768145762538679e-02 1.323158000000000056e+00
3.588636982920923035e-02 1.337282000000000082e+00
3.667188287528685281e-02 1.361339000000000077e+00
3.747459035401046190e-02 1.388371000000000022e+00
3.829486888200696326e-02 1.411694999999999922e+00
3.913310161841203338e-02 1.426962999999999981e+00
3.998968266187323539e-02 1.433605000000000018e+00
4.086501260624340881e-02 1.434342000000000006e+00
4.175950326235679244e-02 1.432782000000000000e+00
4.267357455111880221e-02 1.430763000000000007e+00
4.360765235805109941e-02 1.426954999999999973e+00
4.456217573218773653e-02 1.417512000000000105e+00
4.553759360593897382e-02 1.398581999999999992e+00
4.653436264861679494e-02 1.369110999999999967e+00
4.755294901990994583e-02 1.331779999999999964e+00
4.859383060501651364e-02 1.291765999999999970e+00
4.965749734357217948e-02 1.254691000000000001e+00
5.074444382592605690e-02 1.224371000000000098e+00
5.185518671652646766e-02 1.201510000000000078e+00
5.299023919793973553e-02 1.184136999999999995e+00
5.415013688613103116e-02 1.168757999999999964e+00
5.533542508618215922e-02 1.151486000000000010e+00
5.654665825930951795e-02 1.129199999999999982e+00
5.778440269534190765e-02 1.100781000000000009e+00
5.904923992113619846e-02 1.067750999999999895e+00
6.034176368113722960e-02 1.033555999999999919e+00
6.166257977365023624e-02 1.001678000000000068e+00
6.301230579922413588e-02 9.740189999999999682e-01
6.439157495481964699e-02 9.505679999999999685e-01
6.580103648476649802e-02 9.301899999999999613e-01
6.724135160227064090e-02 9.118030000000000301e-01
6.871319291929786632e-02 8.951210000000000555e-01
7.021724865648072689e-02 8.806749999999999856e-01
7.175422799231455373e-02 8.691889999999999894e-01
7.332484622679873165e-02 8.607820000000000471e-01
7.492985067379918929e-02 8.545080000000000453e-01
7.656998328017844413e-02 8.482990000000000252e-01
7.824601847091161577e-02 8.394220000000000015e-01
7.995873489609482687e-02 8.256059999999999510e-01
8.170894587125514252e-02 8.063320000000000487e-01
8.349746848200181870e-02 7.834799999999999542e-01
8.532513483931059017e-02 7.609350000000000280e-01
8.719280666320453066e-02 7.434119999999999617e-01
8.910136197668877545e-02 7.347470000000000390e-01
9.105169441740208758e-02 7.360759999999999525e-01
9.304472101470850909e-02 7.450780000000000181e-01
9.508136492722282784e-02 7.571449999999999569e-01
9.716259003207046441e-02 7.678409999999999958e-01
9.928937600698042876e-02 7.749770000000000270e-01
1.014627169666056788e-01 7.789430000000000520e-01
1.036836198025345573e-01 7.813470000000000137e-01
1.059531470945422049e-01 7.834670000000000245e-01
1.082723426204657002e-01 7.856929999999999747e-01
1.106423073612318730e-01 7.877239999999999798e-01
1.130641434367904014e-01 7.888159999999999616e-01
1.155389888050807612e-01 7.878929999999999545e-01
1.180680199308263012e-01 7.837769999999999460e-01
1.206523964642573915e-01 7.757490000000000219e-01
1.232933427266421494e-01 7.642689999999999761e-01
1.259921091142061633e-01 7.513020000000000254e-01
1.287499385219043613e-01 7.397270000000000234e-01
1.315681276210838024e-01 7.321490000000000498e-01
1.344480149355610776e-01 7.300980000000000247e-01
1.373909270603933253e-01 7.339130000000000376e-01
1.403982677661723133e-01 7.428040000000000198e-01
1.434714465996406174e-01 7.548660000000000370e-01
1.466118729226930095e-01 7.673910000000000453e-01
1.498210387691902012e-01 7.777509999999999701e-01
1.531004603883944215e-01 7.845950000000000424e-01
1.564516759885790365e-01 7.887039999999999607e-01
1.598762174374112610e-01 7.927370000000000250e-01
1.633757347823671657e-01 7.997119999999999784e-01
1.669518482487836186e-01 8.111920000000000242e-01
1.706062493069121222e-01 8.263589999999999547e-01
1.743406480276755433e-01 8.425529999999999964e-01
1.781567686922972404e-01 8.568120000000000180e-01
1.820564109071452219e-01 8.674330000000000096e-01
1.860414236112984399e-01 8.745760000000000201e-01
1.901136708649468487e-01 8.797350000000000447e-01
1.942750635716576912e-01 8.848009999999999486e-01
1.985275213739692568e-01 8.914750000000000174e-01
2.028730886819132551e-01 9.009059999999999846e-01
