# period(s) Vg(km/s)
1.100000000000000089e+00 1.016389999999999905e+00
1.000000000000000000e+00 1.140609999999999902e+00
9.000000000000000222e-01 1.232169999999999987e+00
8.000000000000000444e-01 1.110770000000000035e+00
6.999999999999999556e-01 1.108430000000000026e+00
5.999999999999999778e-01 1.042070000000000052e+00
5.000000000000000000e-01 9.685200000000000475e-01
4.000000000000000222e-01 1.120980000000000087e+00
2.999999999999999889e-01 9.012599999999999500e-01
