# period(s) Vg(km/s)
1.100000000000000089e+00 1.029560000000000031e+00
1.000000000000000000e+00 1.151950000000000029e+00
9.000000000000000222e-01 1.092270000000000074e+00
8.000000000000000444e-01 1.090009999999999923e+00
6.999999999999999556e-01 1.082510000000000083e+00
5.999999999999999778e-01 1.071930000000000049e+00
5.000000000000000000e-01 1.063350000000000017e+00
4.000000000000000222e-01 1.158590000000000009e+00
2.999999999999999889e-01 1.125280000000000058e+00
