# period(s) Vg(km/s)
1.100000000000000089e+00 9.554500000000000215e-01
1.000000000000000000e+00 1.052429999999999977e+00
9.000000000000000222e-01 1.088070000000000093e+00
8.000000000000000444e-01 1.076780000000000070e+00
6.999999999999999556e-01 1.104249999999999954e+00
5.999999999999999778e-01 1.234040000000000026e+00
5.000000000000000000e-01 1.206900000000000084e+00
4.000000000000000222e-01 1.129440000000000000e+00
2.999999999999999889e-01 1.216720000000000024e+00
