# period(s) Vg(km/s)
1.100000000000000089e+00 1.065120000000000067e+00
1.000000000000000000e+00 9.677099999999999591e-01
9.000000000000000222e-01 9.584700000000000442e-01
8.000000000000000444e-01 1.024890000000000079e+00
6.999999999999999556e-01 1.059069999999999956e+00
5.999999999999999778e-01 1.138870000000000049e+00
5.000000000000000000e-01 1.180239999999999956e+00
4.000000000000000222e-01 1.189920000000000089e+00
2.999999999999999889e-01 1.113930000000000087e+00
