# period(s) Vg(km/s)
1.100000000000000089e+00 9.155400000000000205e-01
1.000000000000000000e+00 8.755199999999999649e-01
9.000000000000000222e-01 7.882299999999999862e-01
8.000000000000000444e-01 8.236799999999999677e-01
6.999999999999999556e-01 8.555500000000000327e-01
5.999999999999999778e-01 8.409600000000000408e-01
5.000000000000000000e-01 8.420800000000000507e-01
4.000000000000000222e-01 7.678300000000000125e-01
2.999999999999999889e-01 8.286799999999999722e-01
