# period(s) Vg(km/s)
1.100000000000000089e+00 9.624099999999999877e-01
1.000000000000000000e+00 1.040859999999999896e+00
9.000000000000000222e-01 1.069010000000000016e+00
8.000000000000000444e-01 1.233179999999999943e+00
6.999999999999999556e-01 1.254369999999999985e+00
5.999999999999999778e-01 1.173939999999999984e+00
5.000000000000000000e-01 1.330869999999999997e+00
4.000000000000000222e-01 1.309199999999999919e+00
2.999999999999999889e-01 1.227959999999999940e+00
