# period(s) Vg(km/s)
1.100000000000000089e+00 9.824899999999999745e-01
1.000000000000000000e+00 1.049660000000000037e+00
9.000000000000000222e-01 1.099960000000000049e+00
8.000000000000000444e-01 1.065209999999999990e+00
6.999999999999999556e-01 1.120230000000000059e+00
5.999999999999999778e-01 1.275830000000000020e+00
5.000000000000000000e-01 1.194169999999999954e+00
4.000000000000000222e-01 1.217260000000000009e+00
2.999999999999999889e-01 1.346689999999999943e+00
