# period(s) Vg(km/s)
1.100000000000000089e+00 1.398689999999999989e+00
1.000000000000000000e+00 1.275570000000000093e+00
9.000000000000000222e-01 1.380260000000000042e+00
8.000000000000000444e-01 1.343269999999999964e+00
6.999999999999999556e-01 1.427810000000000024e+00
5.999999999999999778e-01 1.477859999999999951e+00
5.000000000000000000e-01 1.491009999999999946e+00
4.000000000000000222e-01 1.427229999999999999e+00
2.999999999999999889e-01 1.465479999999999894e+00
