# frequency(Hz) HVamp
2.000000000000000042e-02 1.157934999999999937e+00
2.043777802275861116e-02 1.138581000000000065e+00
2.088513892042544867e-02 1.121863999999999972e+00
2.134229185993890415e-02 1.104271000000000003e+00
2.180945121728470465e-02 1.082292999999999950e+00
2.228683671448790371e-02 1.054788999999999977e+00
2.277467095838639488e-02 1.023036999999999974e+00
2.327318386720582041e-02 9.891510000000000025e-01
2.378260869151607032e-02 9.551659999999999595e-01
2.430318396985316209e-02 9.233940000000000481e-01
2.483515418061077798e-02 8.971989999999999688e-01
2.537876860438217572e-02 8.813440000000000163e-01
2.593428185548686538e-02 8.803309999999999746e-01
2.650195524800330604e-02 8.950630000000000530e-01
2.708205410122367304e-02 9.213419999999999943e-01
2.767485116257483238e-02 9.520340000000000469e-01
2.828062296556268368e-02 9.808200000000000252e-01
2.889965516642458918e-02 1.004297999999999913e+00
2.953223712425469966e-02 1.021589000000000080e+00
3.017866585007221089e-02 1.033069000000000015e+00
3.083924344304486698e-02 1.039603999999999973e+00
3.151428172097601316e-02 1.042491000000000057e+00
3.220409460893151193e-02 1.043728999999999907e+00
3.290900679366954434e-02 1.045863999999999905e+00
3.362935008254323843e-02 1.051147999999999971e+00
3.436545982617606604e-02 1.060805999999999916e+00
3.511768145762538679e-02 1.074948000000000015e+00
3.588636982920923035e-02 1.092775000000000052e+00
3.667188287528685281e-02 1.112942000000000098e+00
3.747459035401046190e-02 1.134187999999999974e+00
3.829486888200696326e-02 1.155729999999999924e+00
3.913310161841203338e-02 1.176997000000000071e+00
3.998968266187323539e-02 1.197354000000000029e+00
4.086501260624340881e-02 1.216655999999999960e+00
4.175950326235679244e-02 1.236167999999999934e+00
4.267357455111880221e-02 1.258434999999999970e+00
4.360765235805109941e-02 1.285846999999999962e+00
4.456217573218773653e-02 1.319334999999999924e+00
4.553759360593897382e-02 1.358238000000000056e+00
4.653436264861679494e-02 1.400428999999999924e+00
4.755294901990994583e-02 1.441913999999999918e+00
4.859383060501651364e-02 1.476558999999999955e+00
4.965749734357217948e-02 1.497028999999999943e+00
5.074444382592605690e-02 1.497314999999999952e+00
5.185518671652646766e-02 1.475535000000000041e+00
5.299023919793973553e-02 1.435173000000000032e+00
5.415013688613103116e-02 1.383733000000000102e+00
5.533542508618215922e-02 1.329315999999999942e+00
5.654665825930951795e-02 1.277414000000000049e+00
5.778440269534190765e-02 1.229819999999999913e+00
5.904923992113619846e-02 1.185912999999999995e+00
6.034176368113722960e-02 1.144987999999999895e+00
6.166257977365023624e-02 1.107507000000000019e+00
6.301230579922413588e-02 1.074400999999999939e+00
6.439157495481964699e-02 1.045849000000000029e+00
6.580103648476649802e-02 1.021101000000000036e+00
6.724135160227064090e-02 9.992849999999999788e-01
6.871319291929786632e-02 9.805239999999999512e-01
7.021724865648072689e-02 9.664580000000000393e-01
7.175422799231455373e-02 9.593120000000000536e-01
7.332484622679873165e-02 9.600619999999999710e-01
7.492985067379918929e-02 9.676500000000000101e-01
7.656998328017844413e-02 9.799649999999999750e-01
7.824601847091161577e-02 9.954100000000000170e-01
7.995873489609482687e-02 1.013571000000000000e+00
8.170894587125514252e-02 1.034315000000000095e+00
8.349746848200181870e-02 1.056127000000000038e+00
8.532513483931059017e-02 1.075628999999999946e+00
8.719280666320453066e-02 1.088966000000000101e+00
8.910136197668877545e-02 1.093706999999999985e+00
9.105169441740208758e-02 1.089917999999999942e+00
9.304472101470850909e-02 1.079954000000000081e+00
9.508136492722282784e-02 1.067171000000000092e+00
9.716259003207046441e-02 1.054731000000000085e+00
9.928937600698042876e-02 1.045322000000000084e+00
1.014627169666056788e-01 1.040942999999999952e+00
1.036836198025345573e-01 1.041951999999999989e+00
1.059531470945422049e-01 1.046370999999999940e+00
1.082723426204657002e-01 1.050829000000000013e+00
1.106423073612318730e-01 1.052643999999999913e+00
1.130641434367904014e-01 1.051139999999999963e+00
1.155389888050807612e-01 1.047355000000000036e+00
1.180680199308263012e-01 1.042893000000000070e+00
1.206523964642573915e-01 1.038828000000000085e+00
1.232933427266421494e-01 1.035125999999999991e+00
1.259921091142061633e-01 1.030845000000000011e+00
1.287499385219043613e-01 1.024971000000000076e+00
1.315681276210838024e-01 1.017301999999999929e+00
1.344480149355610776e-01 1.008693999999999980e+00
1.373909270603933253e-01 1.000620000000000065e+00
1.403982677661723133e-01 9.945129999999999804e-01
1.434714465996406174e-01 9.912520000000000220e-01
1.466118729226930095e-01 9.910090000000000288e-01
1.498210387691902012e-01 9.933840000000000447e-01
1.531004603883944215e-01 9.975960000000000383e-01
1.564516759885790365e-01 1.002690999999999999e+00
1.598762174374112610e-01 1.008013999999999966e+00
1.633757347823671657e-01 1.013724000000000069e+00
1.669518482487836186e-01 1.020744000000000096e+00
1.706062493069121222e-01 1.030051999999999968e+00
1.743406480276755433e-01 1.041706000000000021e+00
1.781567686922972404e-01 1.054191000000000100e+00
1.820564109071452219e-01 1.064921999999999924e+00
1.860414236112984399e-01 1.072022000000000030e+00
1.901136708649468487e-01 1.075833999999999957e+00
1.942750635716576912e-01 1.078548000000000062e+00
1.985275213739692568e-01 1.082224000000000075e+00
2.028730886819132551e-01 1.087031999999999998e+00
2.073137384534022021e-01 1.091320999999999986e+00
2.118516148918974384e-01 1.093715999999999910e+00
2.164888283105038391e-01 1.095215000000000050e+00
2.212275340673810209e-01 1.098722999999999894e+00
2.260699835805370650e-01 1.106424000000000074e+00
2.310183752015635139e-01 1.118174999999999919e+00
2.360751096568884100e-01 1.132433999999999941e+00
2.412425341466744866e-01 1.148088999999999915e+00
2.465230998307618715e-01 1.165078000000000058e+00
2.519191833183147544e-01 1.183435999999999932e+00
2.574334553825345373e-01 1.202258999999999967e+00
2.630683822583526066e-01 1.220190000000000108e+00
2.688266710467492326e-01 1.237203000000000053e+00
2.747110108843249798e-01 1.255387000000000031e+00
2.807241335168895180e-01 1.277236000000000038e+00
2.868688920234096495e-01 1.303374999999999950e+00
2.931481028187655768e-01 1.332459000000000060e+00
2.995647922697904919e-01 1.362759999999999971e+00
3.061219491886544297e-01 1.392862999999999962e+00
3.128225983045015424e-01 1.421038000000000023e+00
3.196699982673885665e-01 1.445243999999999973e+00
3.266672524899394969e-01 1.464746000000000103e+00
3.338175913859038335e-01 1.481794000000000056e+00
3.411245032800827026e-01 1.501166000000000000e+00
3.485912903071751723e-01 1.527554000000000078e+00
3.562216425308692980e-01 1.562921000000000005e+00
3.640189144227933826e-01 1.605647999999999964e+00
3.719868599361595973e-01 1.651915999999999940e+00
3.801292743636255911e-01 1.698671999999999960e+00
3.884498326752345854e-01 1.745637000000000105e+00
3.969526737144291051e-01 1.794214999999999893e+00
4.056414997215270768e-01 1.844608000000000025e+00
4.145204868460213854e-01 1.893969999999999931e+00
4.235940173275368759e-01 1.936952000000000007e+00
4.328659535344370757e-01 1.967975000000000030e+00
4.423408678727827614e-01 1.983405000000000085e+00
4.520233696082087693e-01 1.982712000000000030e+00
4.619176604055267865e-01 1.969160999999999939e+00
4.720285331807737017e-01 1.949881999999999893e+00
4.823605567984378673e-01 1.934025000000000105e+00
4.929189725005434508e-01 1.929205000000000059e+00
5.037085542305222985e-01 1.938277000000000028e+00
5.147340034826902722e-01 1.958188000000000040e+00
5.260010193899755659e-01 1.981667000000000067e+00
5.375147682182568332e-01 2.001088999999999896e+00
5.492803329078241870e-01 2.011861999999999817e+00
5.613033013614973088e-01 2.012792000000000137e+00
5.735898580135665448e-01 2.003820999999999852e+00
5.861448258358571417e-01 1.983950000000000102e+00
5.989749143316128732e-01 1.951923999999999992e+00
6.120861303119130570e-01 1.909443999999999919e+00
6.254839682204105245e-01 1.863426999999999945e+00
6.391749019026319312e-01 1.824268000000000001e+00
6.531657310067570110e-01 1.800950000000000051e+00
6.674631727194452191e-01 1.797004999999999963e+00
6.820728740300071591e-01 1.810284000000000004e+00
6.970030263871405118e-01 1.835417000000000076e+00
7.122593364734473020e-01 1.866101999999999927e+00
7.278502433567288765e-01 1.896258999999999917e+00
7.437819826252529687e-01 1.920449999999999990e+00
7.600626595656545526e-01 1.933874000000000093e+00
7.766996323880640540e-01 1.932577999999999907e+00
7.937005574159013976e-01 1.914425999999999961e+00
8.110740810733430006e-01 1.880149000000000070e+00
8.288272757110509703e-01 1.833663999999999961e+00
8.469695429752346350e-01 1.781549999999999967e+00
8.655086161382736787e-01 1.731525999999999899e+00
8.844540397880493732e-01 1.690215999999999941e+00
9.038134601323364326e-01 1.661359999999999948e+00
9.235972635660274488e-01 1.645316999999999918e+00
9.438138195107080852e-01 1.639539000000000080e+00
9.644726842046378312e-01 1.639645999999999937e+00
9.855838648094324972e-01 1.641313999999999940e+00
1.007156856623164121e+00 1.642716999999999983e+00
1.029202594413900052e+00 1.645895000000000108e+00
1.051730412046940843e+00 1.655629999999999935e+00
1.074752242739242414e+00 1.676527000000000100e+00
1.098277132661993116e+00 1.710617999999999972e+00
1.122316821060050707e+00 1.757039000000000017e+00
1.146883687643933891e+00 1.813099999999999934e+00
1.171988078537265165e+00 1.874996000000000107e+00
1.197640647923590596e+00 1.937527999999999917e+00
1.223856887071053556e+00 1.993994000000000044e+00
1.250645645814651763e+00 2.037654999999999994e+00
1.278020601692099190e+00 2.064506000000000174e+00
1.305994514823037633e+00 2.075353999999999921e+00
1.334582502555725414e+00 2.075181000000000164e+00
1.363795059788775355e+00 2.069824999999999804e+00
1.393646643680787944e+00 2.062818000000000040e+00
1.424152486855072564e+00 2.055165999999999826e+00
1.455324450032890349e+00 2.047808999999999990e+00
1.487179029585939727e+00 2.043606000000000034e+00
1.519733742648287977e+00 2.046612000000000098e+00
1.552997595959721311e+00 2.059571000000000041e+00
1.586991746055928854e+00 2.081892999999999994e+00
1.621728568046108876e+00 2.109758999999999940e+00
1.657226002538870313e+00 2.137763000000000080e+00
1.693503044918474698e+00 2.160705000000000098e+00
1.730570880722132499e+00 2.175113000000000074e+00
1.768449794594556090e+00 2.180448000000000164e+00
1.807161419272292235e+00 2.179224000000000050e+00
1.846718657952616915e+00 2.175146999999999942e+00
1.887141395956233536e+00 2.170262999999999831e+00
1.928446905999783967e+00 2.163409000000000137e+00
1.970660801980119947e+00 2.150968000000000213e+00
2.013794492272063863e+00 2.129059999999999953e+00
2.057875696076454375e+00 2.095971000000000029e+00
2.102921167794182811e+00 2.053580999999999879e+00
2.148947875120341244e+00 2.006781999999999844e+00
2.195987491655247315e+00 1.961089000000000082e+00
2.244054377925685628e+00 1.920209999999999972e+00
2.293172994677545429e+00 1.885096000000000105e+00
2.343369202504593130e+00 1.854451000000000072e+00
2.394664687077192156e+00 1.825897000000000103e+00
2.447081854888045971e+00 1.797290000000000054e+00
2.500643915808320461e+00 1.767684000000000033e+00
2.555381505681890708e+00 1.737597000000000058e+00
2.611313778074887182e+00 1.708674000000000026e+00
2.668474113132628389e+00 1.683052999999999910e+00
2.726883526623927079e+00 1.662493999999999916e+00
2.786570957242854973e+00 1.647418000000000049e+00
2.847566896465314912e+00 1.636716000000000060e+00
2.909895098281706893e+00 1.628697999999999979e+00
2.973597428432943612e+00 1.622436999999999907e+00
3.038682427299522981e+00 1.618330000000000046e+00
3.105194680180473732e+00 1.617518999999999929e+00
3.173162659491088000e+00 1.620910000000000073e+00
3.242626267866870915e+00 1.628489999999999993e+00
3.313595350363004233e+00 1.639108999999999927e+00
3.386134456627003964e+00 1.650638999999999967e+00
3.460243531939777739e+00 1.660578000000000110e+00
3.535992871438371044e+00 1.667102000000000084e+00
3.613382523514086397e+00 1.669588999999999990e+00
3.692475841976804229e+00 1.667820999999999998e+00
3.773300128292204736e+00 1.660986000000000073e+00
3.855897402281920350e+00 1.647949000000000108e+00
3.940296625529969621e+00 1.628609999999999891e+00
4.026542971266589888e+00 1.604816000000000020e+00
4.114684485993613805e+00 1.579995000000000038e+00
4.204754736656211023e+00 1.558062000000000058e+00
4.296787721499407020e+00 1.542351000000000028e+00
4.390837200929101236e+00 1.534907999999999939e+00
4.486960891648868355e+00 1.536237999999999992e+00
4.585157844058781684e+00 1.545619999999999994e+00
4.685530612914259763e+00 1.561722999999999972e+00
4.788102522851219511e+00 1.583185999999999982e+00
4.892894538551115780e+00 1.608903999999999890e+00
