# period(s) Vg(km/s)
1.100000000000000089e+00 1.717400000000000038e+00
1.000000000000000000e+00 1.695349999999999913e+00
9.000000000000000222e-01 1.653909999999999991e+00
8.000000000000000444e-01 1.565309999999999979e+00
6.999999999999999556e-01 1.466339999999999977e+00
5.999999999999999778e-01 1.380519999999999969e+00
5.000000000000000000e-01 1.310999999999999943e+00
4.000000000000000222e-01 1.338140000000000107e+00
2.999999999999999889e-01 1.377580000000000027e+00
