# period(s) Vg(km/s)
1.100000000000000089e+00 1.554459999999999953e+00
1.000000000000000000e+00 1.374179999999999957e+00
9.000000000000000222e-01 1.383490000000000109e+00
8.000000000000000444e-01 1.330009999999999915e+00
6.999999999999999556e-01 1.295129999999999892e+00
5.999999999999999778e-01 1.348780000000000090e+00
5.000000000000000000e-01 1.312999999999999945e+00
4.000000000000000222e-01 1.354970000000000008e+00
2.999999999999999889e-01 1.256000000000000005e+00
