# period(s) Vg(km/s)
1.100000000000000089e+00 1.495730000000000004e+00
1.000000000000000000e+00 1.318259999999999987e+00
9.000000000000000222e-01 1.165249999999999897e+00
8.000000000000000444e-01 9.937099999999999822e-01
6.999999999999999556e-01 8.531300000000000550e-01
5.999999999999999778e-01 9.641600000000000170e-01
5.000000000000000000e-01 9.257699999999999818e-01
4.000000000000000222e-01 7.887899999999999912e-01
2.999999999999999889e-01 7.669799999999999951e-01
