# period(s) Vg(km/s)
1.100000000000000089e+00 1.081210000000000004e+00
1.000000000000000000e+00 1.546510000000000051e+00
9.000000000000000222e-01 1.473139999999999894e+00
8.000000000000000444e-01 1.481789999999999941e+00
6.999999999999999556e-01 1.418199999999999905e+00
5.999999999999999778e-01 1.429040000000000088e+00
5.000000000000000000e-01 1.366300000000000070e+00
4.000000000000000222e-01 1.469479999999999897e+00
2.999999999999999889e-01 1.453249999999999931e+00
