# period(s) Vg(km/s)
1.100000000000000089e+00 9.311099999999999932e-01
1.000000000000000000e+00 9.113400000000000389e-01
9.000000000000000222e-01 9.887799999999999923e-01
8.000000000000000444e-01 1.005419999999999980e+00
6.999999999999999556e-01 9.936700000000000532e-01
5.999999999999999778e-01 9.269500000000000517e-01
5.000000000000000000e-01 9.299699999999999633e-01
4.000000000000000222e-01 9.587200000000000166e-01
2.999999999999999889e-01 9.279699999999999616e-01
