# period(s) Vg(km/s)
1.100000000000000089e+00 1.280920000000000059e+00
1.000000000000000000e+00 1.354870000000000019e+00
9.000000000000000222e-01 1.480210000000000026e+00
8.000000000000000444e-01 1.223789999999999933e+00
6.999999999999999556e-01 1.293449999999999989e+00
5.999999999999999778e-01 1.396139999999999937e+00
5.000000000000000000e-01 1.416179999999999994e+00
4.000000000000000222e-01 1.579479999999999995e+00
2.999999999999999889e-01 1.275740000000000096e+00
