# period(s) Vg(km/s)
1.100000000000000089e+00 1.334819999999999895e+00
1.000000000000000000e+00 1.455349999999999921e+00
9.000000000000000222e-01 1.456860000000000044e+00
8.000000000000000444e-01 1.416590000000000016e+00
6.999999999999999556e-01 1.479370000000000074e+00
5.999999999999999778e-01 1.528489999999999904e+00
5.000000000000000000e-01 1.526250000000000107e+00
4.000000000000000222e-01 1.559919999999999973e+00
2.999999999999999889e-01 1.429240000000000066e+00
