# period(s) Vg(km/s)
1.100000000000000089e+00 1.275060000000000082e+00
1.000000000000000000e+00 1.262480000000000047e+00
9.000000000000000222e-01 9.660400000000000098e-01
8.000000000000000444e-01 8.898399999999999643e-01
6.999999999999999556e-01 9.019500000000000295e-01
5.999999999999999778e-01 8.109800000000000342e-01
5.000000000000000000e-01 8.215500000000000025e-01
4.000000000000000222e-01 8.221300000000000274e-01
2.999999999999999889e-01 8.353099999999999969e-01
