# period(s) Vg(km/s)
1.100000000000000089e+00 1.166039999999999965e+00
1.000000000000000000e+00 1.149589999999999890e+00
9.000000000000000222e-01 1.095050000000000079e+00
8.000000000000000444e-01 1.065620000000000012e+00
6.999999999999999556e-01 1.155340000000000034e+00
5.999999999999999778e-01 1.116230000000000055e+00
5.000000000000000000e-01 1.129769999999999941e+00
4.000000000000000222e-01 1.089949999999999974e+00
2.999999999999999889e-01 1.072489999999999943e+00
